From	To
NTR1_MOUSE	Ntsr1
MRGBP_MOUSE	Mrgbp
OGFR_MOUSE	Ogfr
DIDO1_MOUSE	Dido1
GID8_MOUSE	Gid8
BHE23_MOUSE	Bhlhe23
YTHD1_MOUSE	Ythdf1
BIRC7_MOUSE	Birc7
NKAI4_MOUSE	Nkain4
COKA1_MOUSE	Col20a1
ACHA4_MOUSE	Chrna4
KCNQ2_MOUSE	Kcnq2
EF1A2_MOUSE	Eef1a2
PPDPF_MOUSE	Ppdpf
SRMS_MOUSE	Srms
FND11_MOUSE	Fndc11
HELZ2_MOUSE	Helz2
GMEB2_MOUSE	Gmeb2
RTEL1_MOUSE	Rtel1
ARFRP_MOUSE	Arfrp1
ZGPAT_MOUSE	Zgpat
ABHGB_MOUSE	Abhd16b
DNJC5_MOUSE	Dnajc5
UCKL1_MOUSE	Uckl1
SAM10_MOUSE	Samd10
PRP6_MOUSE	Prpf6
SOX18_MOUSE	Sox18
TCEA2_MOUSE	Tcea2
RGS19_MOUSE	Rgs19
LKAM1_MOUSE	Lkaaear1
OPRX_MOUSE	Oprl1
MYT1_MOUSE	Myt1
NRIF1_MOUSE	Nrif1
PROP_MOUSE	Cfp
SYN2_MOUSE	Syn2
PLST_MOUSE	Pls3
HNRLL_MOUSE	Hnrnpll
SEM6A_MOUSE	Sema6a
COMDA_MOUSE	Commd10
AMPQ_MOUSE	Lvrn
AP3S1_MOUSE	Ap3s1
ATG12_MOUSE	Atg12
CDO1_MOUSE	Cdo1
TCAM2_MOUSE	Ticam2
FEM1C_MOUSE	Fem1c
VAPA_MOUSE	Vapa
CC112_MOUSE	Ccdc112
PGTB1_MOUSE	Pggt1b
TRI36_MOUSE	Trim36
KCNN2_MOUSE	Kcnn2
YTDC2_MOUSE	Ythdc2
DCP2_MOUSE	Dcp2
MYOTI_MOUSE	Myot
QRFPR_MOUSE	Qrfpr
SAMD7_MOUSE	Samd7
ANXA5_MOUSE	Anxa5
ACAD9_MOUSE	Acad9
NPY6R_MOUSE	Npy6r
ISK12_MOUSE	Spink12
ISK6_MOUSE	Spink6
CE046_MOUSE	Gm94
SG3A2_MOUSE	Scgb3a2
DPYL3_MOUSE	Dpysl3
ST32A_MOUSE	Stk32a
2ABB_MOUSE	Ppp2r2b
GP151_MOUSE	Gpr151
TCRG1_MOUSE	Tcerg1
PO4F3_MOUSE	Pou4f3
RBM27_MOUSE	Rbm27
SYLC_MOUSE	Lars
SH3R2_MOUSE	Sh3rf2
GRCR2_MOUSE	Grxcr2
PRLD2_MOUSE	Prelid2
SVIP_MOUSE	Svip
KCD16_MOUSE	Kctd16
YIPF5_MOUSE	Yipf5
GCR_MOUSE	Nr3c1
RHG26_MOUSE	Arhgap26
FGF1_MOUSE	Fgf1
SPY4_MOUSE	Spry4
NFIP1_MOUSE	Ndfip1
GNPI1_MOUSE	Gnpda1
RNF14_MOUSE	Rnf14
PCD12_MOUSE	Pcdh12
DELE1_MOUSE	Dele1
ARAP3_MOUSE	Arap3
FCSD1_MOUSE	Fchsd1
RELL2_MOUSE	Rell2
HDAC3_MOUSE	Hdac3
DIAP1_MOUSE	Diaph1
PCDG4_MOUSE	Pcdhga4
TAF7_MOUSE	Taf7
PCDBI_MOUSE	Pcdhb18
PCDBE_MOUSE	Pcdhb14
PCDB8_MOUSE	Pcdhb8
PCDB6_MOUSE	Pcdhb6
PCDAA_MOUSE	Pcdha10
PCDA9_MOUSE	Pcdha9
PCDA7_MOUSE	Pcdha7
PCDA4_MOUSE	Pcdha4
GRP75_MOUSE	Hspa9
SYHM_MOUSE	Hars2
SYHC_MOUSE	Hars
WDR55_MOUSE	Wdr55
RED_MOUSE	Ik
NDUA2_MOUSE	Ndufa2
TMCO6_MOUSE	Tmco6
CD14_MOUSE	Cd14
S35A4_MOUSE	Slc35a4
APBB3_MOUSE	Apbb3
HBEGF_MOUSE	Hbegf
PFD1_MOUSE	Pfdn1
PURA_MOUSE	Pura
PSD2_MOUSE	Psd2
CXXC5_MOUSE	Cxxc5
STING_MOUSE	Tmem173
SIM33_MOUSE	SMIM33
DJC18_MOUSE	Dnajc18
MZB1_MOUSE	Mzb1
S23A1_MOUSE	Slc23a1
PAIP2_MOUSE	Paip2
MATR3_MOUSE	Matr3
SIL1_MOUSE	Sil1
LRRT2_MOUSE	Lrrtm2
EGR1_MOUSE	Egr1
KDM3B_MOUSE	Kdm3b
FA53C_MOUSE	Fam53c
MPIP3_MOUSE	Cdc25c
GFRA3_MOUSE	Gfra3
CDC23_MOUSE	Cdc23
KI20A_MOUSE	Kif20a
BRD8_MOUSE	Brd8
WNT8A_MOUSE	Wnt8a
FA13B_MOUSE	Fam13b
PK2L2_MOUSE	Pkd2l2
REEP5_MOUSE	Reep5
SRP19_MOUSE	Srp19
APC_MOUSE	Apc
E41LA_MOUSE	Epb41l4a
NREP_MOUSE	Nrep
STAR4_MOUSE	Stard4
KCC4_MOUSE	Camk4
LIS1_MOUSE	Pafah1b1
GLPC_MOUSE	Gypc
BIN1_MOUSE	Bin1
ERCC3_MOUSE	Ercc3
PROC_MOUSE	Proc
IWS1_MOUSE	Iws1
MYO7B_MOUSE	Myo7b
LIMS2_MOUSE	Lims2
GPR17_MOUSE	Gpr17
WDR33_MOUSE	Wdr33
RPB4_MOUSE	Polr2d
AMERL_MOUSE	Ammecr1l
SP130_MOUSE	Sap130
S2546_MOUSE	Slc25a46
SYT4_MOUSE	Syt4
RIT2_MOUSE	Rit2
PK3C3_MOUSE	Pik3c3
CELF4_MOUSE	Celf4
K1328_MOUSE	Kiaa1328
TPGS2_MOUSE	Tpgs2
FHOD3_MOUSE	Fhod3
MOCOS_MOUSE	Mocos
ELP2_MOUSE	Elp2
S39A6_MOUSE	Slc39a6
RPR1A_MOUSE	Rprd1a
GALT1_MOUSE	Galnt1
IN80C_MOUSE	Ino80c
ZSC21_MOUSE	Zscan21
MARE2_MOUSE	Mapre2
DTNA_MOUSE	Dtna
NOL4_MOUSE	Nol4
ASXL3_MOUSE	Asxl3
CC178_MOUSE	Ccdc178
KLH14_MOUSE	Klhl14
GARE1_MOUSE	Garem1
MEP1B_MOUSE	Mep1b
RN125_MOUSE	Rnf125
B4GT6_MOUSE	B4galt6
TTHY_MOUSE	Ttr
DSG2_MOUSE	Dsg2
DSG3_MOUSE	Dsg3
DSG4_MOUSE	Dsg4
DSC1_MOUSE	Dsc1
DSC2_MOUSE	Dsc2
DSC3_MOUSE	Dsc3
SDHF4_MOUSE	Sdhaf4
CADH2_MOUSE	Cdh2
CHST9_MOUSE	Chst9
AQP4_MOUSE	Aqp4
KCTD1_MOUSE	Kctd1
PSMA8_MOUSE	Psma8
SSXT_MOUSE	Ss18
ZN521_MOUSE	Znf521
IMPCT_MOUSE	Impact
OSBL1_MOUSE	Osbpl1a
TT39C_MOUSE	Ttc39c
LAMA3_MOUSE	Lama3
NPC1_MOUSE	Npc1
RMC1_MOUSE	Rmc1
RIOK3_MOUSE	Riok3
TM241_MOUSE	Tmem241
CABL1_MOUSE	Cables1
CTIP_MOUSE	Rbbp8
GATA6_MOUSE	Gata6
MIB1_MOUSE	Mib1
ABHD3_MOUSE	Abhd3
SMD1_MOUSE	Snrpd1
ESCO1_MOUSE	Esco1
GRB1L_MOUSE	Greb1l
ROCK1_MOUSE	Rock1
CALX_MOUSE	Canx
UBP14_MOUSE	Usp14
COL12_MOUSE	Colec12
CETN1_MOUSE	Cetn1
DTWD2_MOUSE	Dtwd2
DMXL1_MOUSE	Dmxl1
TFIP8_MOUSE	Tnfaip8
DHB4_MOUSE	Hsd17b4
F170A_MOUSE	Fam170a
HDHD1_MOUSE	Pudp
LARGN_MOUSE	Prr16
FTMT_MOUSE	Ftmt
SRFB1_MOUSE	Srfbp1
LYOX_MOUSE	Lox
ZN474_MOUSE	Znf474
GLPK_MOUSE	Gk
SNCAP_MOUSE	Sncaip
SNX2_MOUSE	Snx2
SNX24_MOUSE	Snx24
PPIC_MOUSE	Ppic
PRDM6_MOUSE	Prdm6
CE120_MOUSE	Cep120
KC1G3_MOUSE	Csnk1g3
ZN608_MOUSE	Znf608
GRM2B_MOUSE	Gramd2b
AL7A1_MOUSE	Aldh7a1
PHAX_MOUSE	Phax
TEX43_MOUSE	Tex43
LMNB1_MOUSE	Lmnb1
MARH3_MOUSE	March3
PLIN2_MOUSE	Plin2
MEG10_MOUSE	Megf10
PRRC1_MOUSE	Prrc1
CTXN3_MOUSE	Ctxn3
S12A2_MOUSE	Slc12a2
FBN2_MOUSE	Fbn2
ISOC1_MOUSE	Isoc1
ATS19_MOUSE	Adamts19
MNARL_MOUSE	Minar2
CHSS3_MOUSE	Chsy3
IIGP1_MOUSE	Iigp1
TGTP2_MOUSE	Tgtp2
SMIM3_MOUSE	Smim3
DCTN4_MOUSE	Dctn4
RBM22_MOUSE	Rbm22
MYOZ3_MOUSE	Myoz3
NDST1_MOUSE	Ndst1
HG2A_MOUSE	Cd74
TCOF_MOUSE	Tcof1
ARSI_MOUSE	Arsi
KCC2A_MOUSE	Camk2a
SC6A7_MOUSE	Slc6a7
CDX1_MOUSE	Cdx1
PGFRB_MOUSE	Pdgfrb
CSF1R_MOUSE	Csf1r
S26A2_MOUSE	Slc26a2
PDE6A_MOUSE	Pde6a
TMX3_MOUSE	Tmx3
DOK6_MOUSE	Dok6
CD226_MOUSE	Cd226
RTTN_MOUSE	Rttn
SOCS6_MOUSE	Socs6
CBLN2_MOUSE	Cbln2
NETO1_MOUSE	Neto1
FBX15_MOUSE	Fbxo15
TIM21_MOUSE	Timm21
CYB5_MOUSE	Cyb5a
CNDP2_MOUSE	Cndp2
ZN652_MOUSE	Znf652
PTGR3_MOUSE	Zadh2
TSH1_MOUSE	Tshz1
ZN516_MOUSE	Znf516
MBP_MOUSE	Mbp
GALR1_MOUSE	Galr1
SALL3_MOUSE	Sall3
ATP9B_MOUSE	Atp9b
NFAC1_MOUSE	Nfatc1
CTDP1_MOUSE	Ctdp1
PQLC1_MOUSE	Pqlc1
HSBPL_MOUSE	Hsbp1l1
TXN4A_MOUSE	Txnl4a
ADNP2_MOUSE	Adnp2
PAR6G_MOUSE	Pard6g
SETBP_MOUSE	Setbp1
UT2_MOUSE	Slc14a2
UT1_MOUSE	Slc14a1
CD33_MOUSE	Cd33
EPG5_MOUSE	Epg5
HAUS1_MOUSE	Haus1
RN111_MOUSE	Rnf111
KHDC3_MOUSE	Khdc3
RN165_MOUSE	Rnf165
SIA8E_MOUSE	St8sia5
PIAS2_MOUSE	Pias2
KATL2_MOUSE	Katnal2
HDHD2_MOUSE	Hdhd2
SKOR2_MOUSE	Skor2
SMAD2_MOUSE	Smad2
CTIF_MOUSE	Ctif
SMAD7_MOUSE	Smad7
DYM_MOUSE	Dym
LIPE_MOUSE	Lipg
MYO5B_MOUSE	Myo5b
CFA53_MOUSE	Cfap53
CXXC1_MOUSE	Cxxc1
SKA1_MOUSE	Ska1
MK04_MOUSE	Mapk4
MSTRO_MOUSE	Mro
MAOM_MOUSE	Me2
RNZ1_MOUSE	Elac1
SMAD4_MOUSE	Smad4
DCC_MOUSE	Dcc
MBD2_MOUSE	Mbd2
POLI_MOUSE	Poli
STAR6_MOUSE	Stard6
LAS2_MOUSE	Las2
RB27B_MOUSE	Rab27b
CCD68_MOUSE	Ccdc68
ITF2_MOUSE	Tcf4
ACTHR_MOUSE	Mc2r
MC5R_MOUSE	Mc5r
MCES_MOUSE	Rnmt
F210A_MOUSE	Fam210a
LRAD4_MOUSE	Ldlrad4
SEH1_MOUSE	Seh1l
PTN2_MOUSE	Ptpn2
PSMG2_MOUSE	Psmg2
CEP76_MOUSE	Cep76
C1TC_MOUSE	Mthfd1
PRGC2_MOUSE	Ppargc1b
ARH37_MOUSE	Arhgef37
KC1A_MOUSE	Csnk1a1
PCYXL_MOUSE	Pcyox1l
AF1L1_MOUSE	Afap1l1
ABLM3_MOUSE	Ablim3
ADRB2_MOUSE	Adrb2
5HT4R_MOUSE	Htr4
FBX38_MOUSE	Fbxo38
ISK7_MOUSE	Spink7
SNAG_MOUSE	Napg
PIEZ2_MOUSE	Piezo2
TXNL1_MOUSE	Txnl1
WDR7_MOUSE	Wdr7
SIA8C_MOUSE	St8sia3
ONEC2_MOUSE	Onecut2
SYNC_MOUSE	Nars
AT8B1_MOUSE	Atp8b1
NED4L_MOUSE	Nedd4l
ALPK2_MOUSE	Alpk2
MALT1_MOUSE	Malt1
HIKES_MOUSE	Hikeshi
ZN532_MOUSE	Znf532
OACYL_MOUSE	Oacyl
SC11C_MOUSE	Sec11c
GRP_MOUSE	Grp
RX_MOUSE	Rax
CPLX4_MOUSE	Cplx4
LMAN1_MOUSE	Lman1
CCBE1_MOUSE	Ccbe1
APR_MOUSE	Pmaip1
MC4R_MOUSE	Mc4r
GNAL_MOUSE	Gnal
MPPE1_MOUSE	Mppe1
CH1B1_MOUSE	Chmp1b1
IMPA2_MOUSE	Impa2
CIDEA_MOUSE	Cidea
TBB6_MOUSE	Tubb6
AFG32_MOUSE	Afg3l2
PLD3A_MOUSE	Prelid3a
SPIR1_MOUSE	Spire1
LR14B_MOUSE	Lrrc14b
RM48_MOUSE	Mrpl48
COA4_MOUSE	COA4
DJB13_MOUSE	Dnajb13
UCP2_MOUSE	Ucp2
C2CD3_MOUSE	C2cd3
PPME1_MOUSE	Ppme1
P4HA3_MOUSE	P4ha3
PGM2L_MOUSE	Pgm2l1
KCNE3_MOUSE	Kcne3
LIPT2_MOUSE	Lipt2
DPOD3_MOUSE	Pold3
CRDL2_MOUSE	Chrdl2
RN169_MOUSE	Rnf169
XRRA1_MOUSE	Xrra1
SPCS2_MOUSE	Spcs2
NEUR3_MOUSE	Neu3
SO2B1_MOUSE	Slco2b1
TPBGL_MOUSE	Tpbgl
ARRB1_MOUSE	Arrb1
KLH35_MOUSE	Klhl35
GDPD5_MOUSE	Gdpd5
SERPH_MOUSE	Serpinh1
MAP6_MOUSE	Map6
MOGT2_MOUSE	Mogat2
DGAT2_MOUSE	Dgat2
UVRAG_MOUSE	Uvrag
WNT11_MOUSE	Wnt11
P52K_MOUSE	Thap12
EMSY_MOUSE	Emsy
LRC32_MOUSE	Lrrc32
GUC2F_MOUSE	Gucy2f
TSK_MOUSE	Tsku
B3GN6_MOUSE	B3gnt6
CAN5_MOUSE	Capn5
OMP_MOUSE	Omp
MYO7A_MOUSE	Myo7a
GDPD4_MOUSE	Gdpd4
PAK1_MOUSE	Pak1
AQP11_MOUSE	Aqp11
ICLN_MOUSE	Clns1a
HMGN5_MOUSE	Hmgn5
INT4_MOUSE	Ints4
KCTD7_MOUSE	Kctd7
THRSP_MOUSE	Thrsp
NDUC2_MOUSE	Ndufc2
ALG8_MOUSE	Alg8
SYNM_MOUSE	Nars2
TEN4_MOUSE	Tenm4
PRS23_MOUSE	Prss23
MAON_MOUSE	Me3
CCD81_MOUSE	Ccdc81
EED_MOUSE	Eed
PICAL_MOUSE	Picalm
CCD83_MOUSE	Ccdc83
SYTL2_MOUSE	Sytl2
CCD89_MOUSE	Ccdc89
ZHANG_MOUSE	Crebzf
T126A_MOUSE	Tmem126a
DLG2_MOUSE	Dlg2
CC90B_MOUSE	Ccdc90b
ANR42_MOUSE	Ankrd42
RAB30_MOUSE	Rab30
DDIAS_MOUSE	Ddias
PCP_MOUSE	Prcp
F181B_MOUSE	Fam181b
FOLH1_MOUSE	Folh1
NOX4_MOUSE	Nox4
TYRO_MOUSE	Tyr
GRM5_MOUSE	Grm5
CATC_MOUSE	Ctsc
RAB38_MOUSE	Rab38
TM135_MOUSE	Tmem135
FZD4_MOUSE	Fzd4
ZFAN6_MOUSE	Zfand6
FAAA_MOUSE	Fah
CTXD1_MOUSE	Ctxnd1
ARNT2_MOUSE	Arnt2
AB17C_MOUSE	Abhd17c
CEMIP_MOUSE	Cemip
TLRN1_MOUSE	Tlnrd1
CF161_MOUSE	Cfap161
IL16_MOUSE	Il16
TMC3_MOUSE	Tmc3
MEX3B_MOUSE	Mex3b
EFL1_MOUSE	Efl1
SAXO2_MOUSE	Saxo2
ATL1_MOUSE	Adamtsl1
SH3G3_MOUSE	Sh3gl3
BNC1_MOUSE	Bnc1
HDGR3_MOUSE	Hdgfl3
TM6S1_MOUSE	Tm6sf1
BTBD1_MOUSE	Btbd1
HOME2_MOUSE	Homer2
WHAMM_MOUSE	Whamm
FSD2_MOUSE	Fsd2
AP3B2_MOUSE	Ap3b2
CPEB1_MOUSE	Cpeb1
PDE8A_MOUSE	Pde8a
ALPK3_MOUSE	Alpk3
ZN592_MOUSE	Znf592
SC11A_MOUSE	Sec11a
WDR73_MOUSE	Wdr73
CRTC3_MOUSE	Crtc3
BLM_MOUSE	Blm
FURIN_MOUSE	Furin
MA2A2_MOUSE	Man2a2
MESH1_MOUSE	Hddc3
UN45A_MOUSE	Unc45a
RCCD1_MOUSE	Rccd1
TTL13_MOUSE	Ttll13
GDPP1_MOUSE	Gdpgp1
CIB1_MOUSE	Cib1
SEM4B_MOUSE	Sema4b
IDHP_MOUSE	Idh2
ZN710_MOUSE	Znf710
ARPIN_MOUSE	Arpin
AP3S2_MOUSE	Ap3s2
AMPN_MOUSE	Anpep
MESP2_MOUSE	Mesp2
MESP1_MOUSE	Mesp1
WDR93_MOUSE	Wdr93
PX11A_MOUSE	Pex11a
PLIN1_MOUSE	Plin1
KIF7_MOUSE	Kif7
TICRR_MOUSE	Ticrr
RHCG_MOUSE	Rhcg
DPOG1_MOUSE	Polg
FANCI_MOUSE	Fanci
RLBP1_MOUSE	Rlbp1
ABHD2_MOUSE	Abhd2
HPLN3_MOUSE	Hapln3
ISG20_MOUSE	Isg20
AEN_MOUSE	Aen
DET1_MOUSE	Det1
RT11_MOUSE	Mrps11
RM46_MOUSE	Mrpl46
NTRK3_MOUSE	Ntrk3
CBPC4_MOUSE	Agbl1
KLH25_MOUSE	Klhl25
SV2B_MOUSE	Sv2b
SO3A1_MOUSE	Slco3a1
SIA8B_MOUSE	St8sia2
F174B_MOUSE	Fam174b
CHD2_MOUSE	Chd2
RGMA_MOUSE	Rgma
MCTP2_MOUSE	Mctp2
COT2_MOUSE	Nr2f2
ARRD4_MOUSE	Arrdc4
TSN7_MOUSE	Tspan7
F169B_MOUSE	Fam169b
IGF1R_MOUSE	Igf1r
SYNEM_MOUSE	Synm
TTC23_MOUSE	Ttc23
LRC28_MOUSE	Lrrc28
MEF2A_MOUSE	Mef2a
LYSM4_MOUSE	Lysmd4
CERS3_MOUSE	Cers3
LINES_MOUSE	Lins1
ASB7_MOUSE	Asb7
AL1A3_MOUSE	Aldh1a3
LRRK1_MOUSE	Lrrk1
CHSS1_MOUSE	Chsy1
TM2D3_MOUSE	Tm2d3
SYTC2_MOUSE	Tarsl2
ZO1_MOUSE	Tjp1
NSE3_MOUSE	Nsmce3
F1891_MOUSE	Fam189a1
APBA2_MOUSE	Apba2
MCEE_MOUSE	Mcee
FAN1_MOUSE	Fan1
MTMRA_MOUSE	Mtmr10
KLF13_MOUSE	Klf13
OTU7A_MOUSE	Otud7a
CYFP1_MOUSE	Cyfip1
NIPA2_MOUSE	Nipa2
NIPA1_MOUSE	Nipa1
P_MOUSE	Oca2
GBRG3_MOUSE	Gabrg3
GBRA5_MOUSE	Gabra5
GBRB3_MOUSE	Gabrb3
AT10A_MOUSE	Atp10a
UBE3A_MOUSE	Ube3a
MKRN3_MOUSE	Mkrn3
MRGX2_MOUSE	Mrgprx2
ZDH13_MOUSE	Zdhhc13
CSRP3_MOUSE	Csrp3
E2F8_MOUSE	E2f8
NAV3_MOUSE	Nav3
ANM3_MOUSE	Prmt3
SC6A5_MOUSE	Slc6a5
NELL1_MOUSE	Nell1
CSTF2_MOUSE	Cstf2
ANO5_MOUSE	Ano5
VGLU2_MOUSE	Slc17a6
FANCF_MOUSE	Fancf
GAS2_MOUSE	Gas2
CC179_MOUSE	Ccdc179
STABP_MOUSE	Stambp
MRGB5_MOUSE	Mrgprb5
MRGB2_MOUSE	Mrgprb2
KLK11_MOUSE	Klk11
KLK14_MOUSE	Klk14
KLK7_MOUSE	Klk7
KLK8_MOUSE	Klk8
CTU1_MOUSE	Ctu1
SIG12_MOUSE	Siglec12
ZFP27_MOUSE	Zfp27
VS10L_MOUSE	Vsig10l
LMIP_MOUSE	Lim2
SIG10_MOUSE	Siglec10
SIGL5_MOUSE	Siglec5
S6A15_MOUSE	Slc6a15
GCP5_MOUSE	Tubgcp5
PPAT_MOUSE	Acp4
CLC11_MOUSE	Clec11a
SYT3_MOUSE	Syt3
LRC4B_MOUSE	Lrrc4b
EMC10_MOUSE	Emc10
F71E1_MOUSE	Fam71e1
MYPC2_MOUSE	Mybpc2
SPIB_MOUSE	Spib
DPOD1_MOUSE	Pold1
NR1H2_MOUSE	Nr1h2
NAPSA_MOUSE	Napsa
MYH14_MOUSE	Myh14
VRK3_MOUSE	Vrk3
ATF5_MOUSE	Atf5
NUP62_MOUSE	Nup62
OXLA_MOUSE	Il4i1
TBC17_MOUSE	Tbc1d17
PNKP_MOUSE	Pnkp
PTOV1_MOUSE	Ptov1
GT2D2_MOUSE	Gtf2ird2
MED25_MOUSE	Med25
FUZZY_MOUSE	Fuz
AP2A1_MOUSE	Ap2a1
TSKS_MOUSE	Tsks
CPT1C_MOUSE	Cpt1c
IRF3_MOUSE	Irf3
SFR19_MOUSE	Scaf1
RRAS_MOUSE	Rras
RCN3_MOUSE	Rcn3
A16A1_MOUSE	Aldh16a1
KASH5_MOUSE	Ccdc155
DKKL1_MOUSE	Dkkl1
CD37_MOUSE	Cd37
TRPM4_MOUSE	Trpm4
LIPA3_MOUSE	Ppfia3
LIN7B_MOUSE	Lin7b
RU17_MOUSE	Snrnp70
KCNA7_MOUSE	Kcna7
LSHB_MOUSE	Lhb
RUVB2_MOUSE	Ruvbl2
GYS1_MOUSE	Gys1
NUCB1_MOUSE	Nucb1
TULP2_MOUSE	Tulp2
PR15A_MOUSE	Ppp1r15a
BCAT2_MOUSE	Bcat2
FUT1_MOUSE	Fut1
RAIN_MOUSE	Rasip1
FUT2_MOUSE	Fut2
SEC1_MOUSE	Sec1
NET5_MOUSE	Ntn5
CAH11_MOUSE	Ca11
SPHK2_MOUSE	Sphk2
FA83E_MOUSE	Fam83e
SACA4_MOUSE	Spaca4
CYH2_MOUSE	Cyth2
KCJ14_MOUSE	Kcnj14
GRWD1_MOUSE	Grwd1
NMDE4_MOUSE	Grin2d
ERD21_MOUSE	Kdelr1
SNG4_MOUSE	Syngr4
TM143_MOUSE	Tmem143
EMP3_MOUSE	Emp3
CC114_MOUSE	Ccdc114
MRP6_MOUSE	Abcc6
NOMO1_MOUSE	Nomo1
PTHD3_MOUSE	Ptchd3
METRL_MOUSE	Metrnl
B3GNL_MOUSE	B3gntl1
TBCD_MOUSE	Tbcd
ZN750_MOUSE	Znf750
FN3K_MOUSE	Fn3k
KT3K_MOUSE	Fn3krp
RB40B_MOUSE	Rab40b
WIPI3_MOUSE	Wdr45b
FOXK2_MOUSE	Foxk2
NARF_MOUSE	Narf
CYBC1_MOUSE	Cybc1
OGFD3_MOUSE	Ogfod3
UR2R_MOUSE	Uts2r
DGCR6_MOUSE	Dgcr6
TX19B_MOUSE	Tex19.2
SCT1A_MOUSE	Sectm1a
MOT4_MOUSE	Slc16a3
CCD57_MOUSE	Ccdc57
FAS_MOUSE	Fasn
DUS1L_MOUSE	Dus1l
CSN1_MOUSE	Gps1
RFNG_MOUSE	Rfng
CBR2_MOUSE	Cbr2
DCXR_MOUSE	Dcxr
RAC3_MOUSE	Rac3
LRC45_MOUSE	Lrrc45
CENPX_MOUSE	Cenpx
NOTUM_MOUSE	Notum
MADL2_MOUSE	Myadml2
P5CR1_MOUSE	Pycr1
PCY2_MOUSE	Pcyt2
APC11_MOUSE	Anapc11
THOC4_MOUSE	Alyref
PDIA1_MOUSE	P4hb
PPR27_MOUSE	Ppp1r27
MCRI1_MOUSE	Mcrip1
GLR_MOUSE	Gcgr
DIC_MOUSE	Slc25a10
HGS_MOUSE	Hgs
CC137_MOUSE	Ccdc137
OXLD1_MOUSE	Oxld1
CNRG_MOUSE	Pde6g
TSN10_MOUSE	Tspan10
NPL4_MOUSE	Nploc4
FP100_MOUSE	Faap100
FSCN2_MOUSE	Fscn2
BAHC1_MOUSE	Bahcc1
S38AA_MOUSE	Slc38a10
AP4AT_MOUSE	Tepsin
CP131_MOUSE	Cep131
LMTK1_MOUSE	Aatk
BAIP2_MOUSE	Baiap2
RPTOR_MOUSE	Rptor
NPTX1_MOUSE	Nptx1
S2611_MOUSE	Slc26a11
CAR14_MOUSE	Card14
LYAG_MOUSE	Gaa
CCD40_MOUSE	Ccdc40
TBC15_MOUSE	Tbc1d15
CBX8_MOUSE	Cbx8
CBX2_MOUSE	Cbx2
RFOX3_MOUSE	Rbfox3
ENASE_MOUSE	Engase
C1QT1_MOUSE	C1qtnf1
LG3BP_MOUSE	Lgals3bp
TIMP2_MOUSE	Timp2
C295L_MOUSE	Cep295nl
UBP36_MOUSE	Usp36
CYH1_MOUSE	Cyth1
DYH17_MOUSE	Dnah17
PGPS1_MOUSE	Pgs1
SOCS3_MOUSE	Socs3
KFA_MOUSE	Afmid
KITH_MOUSE	Tk1
SNG2_MOUSE	Syngr2
TMC8_MOUSE	Tmc8
TMC6_MOUSE	Tmc6
TNR6C_MOUSE	Tnrc6c
SEPT9_MOUSE	Sept9
S14L1_MOUSE	Sec14l1
MGT5B_MOUSE	Mgat5b
SRSF2_MOUSE	Srsf2
MET23_MOUSE	Mettl23
JMJD6_MOUSE	Jmjd6
MXRA7_MOUSE	Mxra7
SIA7A_MOUSE	St6galnac1
SIA7B_MOUSE	St6galnac2
CYGB_MOUSE	Cygb
PLD3B_MOUSE	Prelid3b
RHDF2_MOUSE	Rhbdf2
SNAT_MOUSE	Aanat
UBE2O_MOUSE	Ube2o
SPHK1_MOUSE	Sphk1
KPRA_MOUSE	Prpsap1
UBAD2_MOUSE	Ubald2
RN157_MOUSE	Rnf157
FOXJ1_MOUSE	Foxj1
EXOC7_MOUSE	Exoc7
GALR2_MOUSE	Galr2
SRP68_MOUSE	Srp68
EVPL_MOUSE	Evpl
CDK3_MOUSE	Cdk3
FBF1_MOUSE	Fbf1
RM38_MOUSE	Mrpl38
TRI65_MOUSE	Trim65
TRI47_MOUSE	Trim47
UN13D_MOUSE	Unc13d
UNK_MOUSE	Unk
GALK1_MOUSE	Galk1
ITB4_MOUSE	Itgb4
S30BP_MOUSE	Sap30bp
RECQ5_MOUSE	Recql5
SMIM5_MOUSE	Smim5
MYO15_MOUSE	Myo15a
L2GL2_MOUSE	Llgl2
SEN54_MOUSE	Tsen54
CSKI2_MOUSE	Caskin2
TMM94_MOUSE	Tmem94
GRB2_MOUSE	Grb2
TPC_MOUSE	Slc25a19
RT07_MOUSE	Mrps7
GGA3_MOUSE	Gga3
NUP85_MOUSE	Nup85
JUPI1_MOUSE	Jpt1
NT5C_MOUSE	Nt5c
ARMC7_MOUSE	Armc7
MOT6_MOUSE	Slc16a5
KCTD2_MOUSE	Kctd2
ICT1_MOUSE	Mrpl58
CDR2L_MOUSE	Cdr2l
HID1_MOUSE	Hid1
OTOP3_MOUSE	Otop3
OTOP2_MOUSE	Otop2
USH1G_MOUSE	Ush1g
FADS6_MOUSE	Fads6
NMDE3_MOUSE	Grin2c
TM104_MOUSE	Tmem104
NAT9_MOUSE	Nat9
NHRF1_MOUSE	Slc9a3r1
RAB37_MOUSE	Rab37
CLM1_MOUSE	Cd300lf
CLM2_MOUSE	Cd300e
TAF9_MOUSE	Taf9
CLM5_MOUSE	Cd300ld
CLM7_MOUSE	Cd300lb
CLM8_MOUSE	Cd300a
GPC5C_MOUSE	Gprc5c
GP142_MOUSE	Gpr142
